interaction_kind,n_atoms,lmp_type_tuple,term_count,source_term_types,coeff_param_sets
bond,2,"[43,32]",1,[42],"[[""340.0000"",""1.0900""]]"
bond,2,"[44,32]",1,[43],"[[""340.0000"",""1.0900""]]"
bond,2,"[45,35]",1,[44],"[[""340.0000"",""1.0900""]]"
bond,2,"[46,35]",1,[45],"[[""340.0000"",""1.0900""]]"
bond,2,"[47,35]",1,[46],"[[""340.0000"",""1.0900""]]"
bond,2,"[55,49]",1,[54],"[[""340.0000"",""1.0900""]]"
bond,2,"[56,49]",1,[55],"[[""340.0000"",""1.0900""]]"
bond,2,"[57,49]",1,[56],"[[""340.0000"",""1.0900""]]"
bond,2,"[58,51]",1,[57],"[[""340.0000"",""1.0900""]]"
bond,2,"[59,51]",1,[58],"[[""340.0000"",""1.0900""]]"
bond,2,"[60,51]",1,[59],"[[""340.0000"",""1.0900""]]"
bond,2,"[61,53]",1,[60],"[[""340.0000"",""1.0900""]]"
bond,2,"[62,53]",1,[61],"[[""340.0000"",""1.0900""]]"
bond,2,"[63,53]",1,[62],"[[""340.0000"",""1.0900""]]"
bond,2,"[1,2]",1,[1],"[[""553.0000"",""0.9450""]]"
bond,2,"[68,65]",1,[67],"[[""187.0000"",""1.8600""]]"
bond,2,"[68,71]",1,[70],"[[""187.0000"",""1.8600""]]"
bond,2,"[68,72]",1,[71],"[[""187.0000"",""1.8600""]]"
bond,2,"[68,73]",1,[72],"[[""374.0000"",""1.6400""]]"
bond,2,"[90,91]",1,[90],"[[""187.0000"",""1.8600""]]"
bond,2,"[90,92]",1,[91],"[[""187.0000"",""1.8600""]]"
bond,2,"[90,93]",1,[92],"[[""187.0000"",""1.8600""]]"
bond,2,"[90,83]",1,[89],"[[""374.0000"",""1.6400""]]"
bond,2,"[80,81]",1,[80],"[[""187.0000"",""1.8600""]]"
bond,2,"[80,82]",1,[81],"[[""187.0000"",""1.8600""]]"
bond,2,"[80,73]",1,[79],"[[""374.0000"",""1.6400""]]"
bond,2,"[80,83]",1,[82],"[[""374.0000"",""1.6400""]]"
bond,2,"[18,15]",1,[17],"[[""187.0000"",""1.8600""]]"
bond,2,"[54,64]",1,[63],"[[""187.0000"",""1.8600""]]"
bond,2,"[18,21]",1,[20],"[[""374.0000"",""1.6400""]]"
bond,2,"[18,22]",1,[21],"[[""374.0000"",""1.6400""]]"
bond,2,"[18,23]",1,[22],"[[""374.0000"",""1.6400""]]"
bond,2,"[54,48]",1,[53],"[[""374.0000"",""1.6400""]]"
bond,2,"[54,50]",1,[105],"[[""374.0000"",""1.6400""]]"
bond,2,"[54,52]",1,[106],"[[""374.0000"",""1.6400""]]"
bond,2,"[24,29]",1,[28],"[[""187.0000"",""1.8600""]]"
bond,2,"[25,32]",1,[31],"[[""187.0000"",""1.8600""]]"
bond,2,"[26,35]",1,[34],"[[""187.0000"",""1.8600""]]"
bond,2,"[36,49]",1,[48],"[[""187.0000"",""1.8600""]]"
bond,2,"[37,51]",1,[50],"[[""187.0000"",""1.8600""]]"
bond,2,"[41,53]",1,[52],"[[""187.0000"",""1.8600""]]"
bond,2,"[24,21]",1,[23],"[[""374.0000"",""1.6400""]]"
bond,2,"[25,22]",1,[24],"[[""374.0000"",""1.6400""]]"
bond,2,"[26,23]",1,[25],"[[""374.0000"",""1.6400""]]"
bond,2,"[36,48]",1,[47],"[[""374.0000"",""1.6400""]]"
bond,2,"[37,50]",1,[49],"[[""374.0000"",""1.6400""]]"
bond,2,"[41,52]",1,[51],"[[""374.0000"",""1.6400""]]"
bond,2,"[24,27]",1,[26],"[[""374.0000"",""1.6400""]]"
bond,2,"[24,28]",1,[27],"[[""374.0000"",""1.6400""]]"
bond,2,"[25,30]",1,[29],"[[""374.0000"",""1.6400""]]"
bond,2,"[25,31]",1,[30],"[[""374.0000"",""1.6400""]]"
bond,2,"[26,33]",1,[32],"[[""374.0000"",""1.6400""]]"
bond,2,"[26,34]",1,[33],"[[""374.0000"",""1.6400""]]"
bond,2,"[36,27]",1,[35],"[[""374.0000"",""1.6400""]]"
bond,2,"[36,34]",1,[104],"[[""374.0000"",""1.6400""]]"
bond,2,"[37,28]",1,[36],"[[""374.0000"",""1.6400""]]"
bond,2,"[37,30]",1,[102],"[[""374.0000"",""1.6400""]]"
bond,2,"[41,31]",1,[40],"[[""374.0000"",""1.6400""]]"
bond,2,"[41,33]",1,[103],"[[""374.0000"",""1.6400""]]"
bond,2,"[9,6]",1,[8],"[[""317.0000"",""1.5220""]]"
bond,2,"[9,13]",1,[12],"[[""570.0000"",""1.2290""]]"
bond,2,"[9,12]",1,[11],"[[""214.0000"",""1.3270""]]"
bond,2,"[3,4]",1,[3],"[[""317.0000"",""1.5220""]]"
bond,2,"[3,5]",1,[4],"[[""570.0000"",""1.2290""]]"
bond,2,"[3,2]",1,[2],"[[""450.0000"",""1.3640""]]"
bond,2,"[65,64]",1,[64],"[[""268.0000"",""1.5290""]]"
bond,2,"[15,14]",1,[14],"[[""268.0000"",""1.5290""]]"
bond,2,"[6,4]",1,[5],"[[""268.0000"",""1.5290""]]"
bond,2,"[14,12]",1,[13],"[[""320.0000"",""1.4100""]]"
angle,3,"[10,6,11]",1,[185],"[[""33.000"",""107.800""]]"
angle,3,"[10,6,9]",1,[140],"[[""35.000"",""109.500""]]"
angle,3,"[11,6,9]",1,[148],"[[""35.000"",""109.500""]]"
angle,3,"[10,6,4]",1,[8],"[[""37.500"",""110.700""]]"
angle,3,"[11,6,4]",1,[9],"[[""37.500"",""110.700""]]"
angle,3,"[7,4,8]",1,[101],"[[""33.000"",""107.800""]]"
angle,3,"[7,4,3]",1,[5],"[[""35.000"",""109.500""]]"
angle,3,"[8,4,3]",1,[6],"[[""35.000"",""109.500""]]"
angle,3,"[7,4,6]",1,[184],"[[""37.500"",""110.700""]]"
angle,3,"[8,4,6]",1,[143],"[[""37.500"",""110.700""]]"
angle,3,"[69,65,70]",1,[109],"[[""33.000"",""107.800""]]"
angle,3,"[69,65,68]",1,[171],"[[""35.000"",""109.500""]]"
angle,3,"[70,65,68]",1,[113],"[[""35.000"",""109.500""]]"
angle,3,"[69,65,64]",1,[67],"[[""37.500"",""110.700""]]"
angle,3,"[70,65,64]",1,[68],"[[""37.500"",""110.700""]]"
angle,3,"[19,15,20]",1,[176],"[[""33.000"",""107.800""]]"
angle,3,"[19,15,18]",1,[127],"[[""35.000"",""109.500""]]"
angle,3,"[20,15,18]",1,[153],"[[""35.000"",""109.500""]]"
angle,3,"[19,15,14]",1,[17],"[[""37.500"",""110.700""]]"
angle,3,"[20,15,14]",1,[18],"[[""37.500"",""110.700""]]"
angle,3,"[66,64,67]",1,[162],"[[""33.000"",""107.800""]]"
angle,3,"[66,64,54]",1,[64],"[[""35.000"",""109.500""]]"
angle,3,"[67,64,54]",1,[65],"[[""35.000"",""109.500""]]"
angle,3,"[66,64,65]",1,[121],"[[""37.500"",""110.700""]]"
angle,3,"[67,64,65]",1,[138],"[[""37.500"",""110.700""]]"
angle,3,"[16,14,17]",1,[187],"[[""33.000"",""107.800""]]"
angle,3,"[16,14,15]",1,[128],"[[""37.500"",""110.700""]]"
angle,3,"[17,14,15]",1,[160],"[[""37.500"",""110.700""]]"
angle,3,"[16,14,12]",1,[14],"[[""35.000"",""109.500""]]"
angle,3,"[17,14,12]",1,[15],"[[""35.000"",""109.500""]]"
angle,3,"[74,71,75]",1,[130],"[[""33.000"",""107.800""]]"
angle,3,"[74,71,76]",1,[111],"[[""33.000"",""107.800""]]"
angle,3,"[75,71,76]",1,[166],"[[""33.000"",""107.800""]]"
angle,3,"[77,72,78]",1,[117],"[[""33.000"",""107.800""]]"
angle,3,"[77,72,79]",1,[189],"[[""33.000"",""107.800""]]"
angle,3,"[78,72,79]",1,[157],"[[""33.000"",""107.800""]]"
angle,3,"[74,71,68]",1,[72],"[[""35.000"",""109.500""]]"
angle,3,"[75,71,68]",1,[73],"[[""35.000"",""109.500""]]"
angle,3,"[76,71,68]",1,[74],"[[""35.000"",""109.500""]]"
angle,3,"[77,72,68]",1,[75],"[[""35.000"",""109.500""]]"
angle,3,"[78,72,68]",1,[76],"[[""35.000"",""109.500""]]"
angle,3,"[79,72,68]",1,[77],"[[""35.000"",""109.500""]]"
angle,3,"[94,91,95]",1,[135],"[[""33.000"",""107.800""]]"
angle,3,"[94,91,96]",1,[174],"[[""33.000"",""107.800""]]"
angle,3,"[95,91,96]",1,[144],"[[""33.000"",""107.800""]]"
angle,3,"[97,92,98]",1,[152],"[[""33.000"",""107.800""]]"
angle,3,"[97,92,99]",1,[147],"[[""33.000"",""107.800""]]"
angle,3,"[98,92,99]",1,[167],"[[""33.000"",""107.800""]]"
angle,3,"[100,93,101]",1,[137],"[[""33.000"",""107.800""]]"
angle,3,"[100,93,102]",1,[123],"[[""33.000"",""107.800""]]"
angle,3,"[101,93,102]",1,[175],"[[""33.000"",""107.800""]]"
angle,3,"[94,91,90]",1,[92],"[[""35.000"",""109.500""]]"
angle,3,"[95,91,90]",1,[93],"[[""35.000"",""109.500""]]"
angle,3,"[96,91,90]",1,[94],"[[""35.000"",""109.500""]]"
angle,3,"[97,92,90]",1,[95],"[[""35.000"",""109.500""]]"
angle,3,"[98,92,90]",1,[96],"[[""35.000"",""109.500""]]"
angle,3,"[99,92,90]",1,[97],"[[""35.000"",""109.500""]]"
angle,3,"[100,93,90]",1,[98],"[[""35.000"",""109.500""]]"
angle,3,"[101,93,90]",1,[99],"[[""35.000"",""109.500""]]"
angle,3,"[102,93,90]",1,[100],"[[""35.000"",""109.500""]]"
angle,3,"[84,81,85]",1,[181],"[[""33.000"",""107.800""]]"
angle,3,"[84,81,86]",1,[145],"[[""33.000"",""107.800""]]"
angle,3,"[85,81,86]",1,[173],"[[""33.000"",""107.800""]]"
angle,3,"[87,82,88]",1,[158],"[[""33.000"",""107.800""]]"
angle,3,"[87,82,89]",1,[132],"[[""33.000"",""107.800""]]"
angle,3,"[88,82,89]",1,[110],"[[""33.000"",""107.800""]]"
angle,3,"[84,81,80]",1,[82],"[[""35.000"",""109.500""]]"
angle,3,"[85,81,80]",1,[83],"[[""35.000"",""109.500""]]"
angle,3,"[86,81,80]",1,[84],"[[""35.000"",""109.500""]]"
angle,3,"[87,82,80]",1,[85],"[[""35.000"",""109.500""]]"
angle,3,"[88,82,80]",1,[86],"[[""35.000"",""109.500""]]"
angle,3,"[89,82,80]",1,[87],"[[""35.000"",""109.500""]]"
angle,3,"[38,29,39]",1,[170],"[[""33.000"",""107.800""]]"
angle,3,"[38,29,40]",1,[139],"[[""33.000"",""107.800""]]"
angle,3,"[39,29,40]",1,[105],"[[""33.000"",""107.800""]]"
angle,3,"[42,32,43]",1,[119],"[[""33.000"",""107.800""]]"
angle,3,"[42,32,44]",1,[193],"[[""33.000"",""107.800""]]"
angle,3,"[43,32,44]",1,[165],"[[""33.000"",""107.800""]]"
angle,3,"[45,35,46]",1,[107],"[[""33.000"",""107.800""]]"
angle,3,"[45,35,47]",1,[142],"[[""33.000"",""107.800""]]"
angle,3,"[46,35,47]",1,[172],"[[""33.000"",""107.800""]]"
angle,3,"[55,49,56]",1,[188],"[[""33.000"",""107.800""]]"
angle,3,"[55,49,57]",1,[164],"[[""33.000"",""107.800""]]"
angle,3,"[56,49,57]",1,[118],"[[""33.000"",""107.800""]]"
angle,3,"[58,51,59]",1,[190],"[[""33.000"",""107.800""]]"
angle,3,"[58,51,60]",1,[195],"[[""33.000"",""107.800""]]"
angle,3,"[59,51,60]",1,[200],"[[""33.000"",""107.800""]]"
angle,3,"[61,53,62]",1,[150],"[[""33.000"",""107.800""]]"
angle,3,"[61,53,63]",1,[136],"[[""33.000"",""107.800""]]"
angle,3,"[62,53,63]",1,[129],"[[""33.000"",""107.800""]]"
angle,3,"[38,29,24]",1,[36],"[[""35.000"",""109.500""]]"
angle,3,"[39,29,24]",1,[37],"[[""35.000"",""109.500""]]"
angle,3,"[40,29,24]",1,[38],"[[""35.000"",""109.500""]]"
angle,3,"[42,32,25]",1,[40],"[[""35.000"",""109.500""]]"
angle,3,"[43,32,25]",1,[41],"[[""35.000"",""109.500""]]"
angle,3,"[44,32,25]",1,[42],"[[""35.000"",""109.500""]]"
angle,3,"[45,35,26]",1,[43],"[[""35.000"",""109.500""]]"
angle,3,"[46,35,26]",1,[44],"[[""35.000"",""109.500""]]"
angle,3,"[47,35,26]",1,[45],"[[""35.000"",""109.500""]]"
angle,3,"[55,49,36]",1,[53],"[[""35.000"",""109.500""]]"
angle,3,"[56,49,36]",1,[54],"[[""35.000"",""109.500""]]"
angle,3,"[57,49,36]",1,[55],"[[""35.000"",""109.500""]]"
angle,3,"[58,51,37]",1,[56],"[[""35.000"",""109.500""]]"
angle,3,"[59,51,37]",1,[57],"[[""35.000"",""109.500""]]"
angle,3,"[60,51,37]",1,[58],"[[""35.000"",""109.500""]]"
angle,3,"[61,53,41]",1,[59],"[[""35.000"",""109.500""]]"
angle,3,"[62,53,41]",1,[60],"[[""35.000"",""109.500""]]"
angle,3,"[63,53,41]",1,[61],"[[""35.000"",""109.500""]]"
angle,3,"[1,2,3]",1,[1],"[[""35.000"",""113.000""]]"
angle,3,"[68,65,64]",1,[66],"[[""60.000"",""112.000""]]"
angle,3,"[68,73,80]",1,[78],"[[""20.000"",""145.000""]]"
angle,3,"[90,83,80]",1,[88],"[[""20.000"",""145.000""]]"
angle,3,"[18,15,14]",1,[16],"[[""60.000"",""112.000""]]"
angle,3,"[54,64,65]",1,[63],"[[""60.000"",""112.000""]]"
angle,3,"[18,21,24]",1,[22],"[[""20.000"",""145.000""]]"
angle,3,"[18,22,25]",1,[23],"[[""20.000"",""145.000""]]"
angle,3,"[18,23,26]",1,[24],"[[""20.000"",""145.000""]]"
angle,3,"[54,48,36]",1,[52],"[[""20.000"",""145.000""]]"
angle,3,"[54,50,37]",1,[122],"[[""20.000"",""145.000""]]"
angle,3,"[54,52,41]",1,[134],"[[""20.000"",""145.000""]]"
angle,3,"[24,27,36]",1,[34],"[[""20.000"",""145.000""]]"
angle,3,"[24,28,37]",1,[35],"[[""20.000"",""145.000""]]"
angle,3,"[25,30,37]",1,[183],"[[""20.000"",""145.000""]]"
angle,3,"[25,31,41]",1,[39],"[[""20.000"",""145.000""]]"
angle,3,"[26,33,41]",1,[115],"[[""20.000"",""145.000""]]"
angle,3,"[26,34,36]",1,[179],"[[""20.000"",""145.000""]]"
angle,3,"[9,6,4]",1,[7],"[[""63.000"",""111.100""]]"
angle,3,"[9,12,14]",1,[12],"[[""83.000"",""116.900""]]"
angle,3,"[3,4,6]",1,[4],"[[""63.000"",""111.100""]]"
angle,3,"[65,68,71]",1,[69],"[[""60.000"",""110.000""]]"
angle,3,"[65,68,72]",1,[70],"[[""60.000"",""110.000""]]"
angle,3,"[65,68,73]",1,[71],"[[""60.000"",""100.000""]]"
angle,3,"[15,18,21]",1,[19],"[[""60.000"",""100.000""]]"
angle,3,"[15,18,22]",1,[20],"[[""60.000"",""100.000""]]"
angle,3,"[15,18,23]",1,[21],"[[""60.000"",""100.000""]]"
angle,3,"[15,14,12]",1,[13],"[[""50.000"",""109.500""]]"
angle,3,"[64,54,48]",1,[62],"[[""60.000"",""100.000""]]"
angle,3,"[64,54,50]",1,[163],"[[""60.000"",""100.000""]]"
angle,3,"[64,54,52]",1,[149],"[[""60.000"",""100.000""]]"
angle,3,"[6,9,13]",1,[11],"[[""80.000"",""120.400""]]"
angle,3,"[6,9,12]",1,[10],"[[""81.000"",""111.400""]]"
angle,3,"[4,3,5]",1,[133],"[[""80.000"",""120.400""]]"
angle,3,"[4,3,2]",1,[2],"[[""70.000"",""108.000""]]"
angle,3,"[71,68,72]",1,[116],"[[""60.000"",""110.000""]]"
angle,3,"[71,68,73]",1,[186],"[[""60.000"",""100.000""]]"
angle,3,"[72,68,73]",1,[125],"[[""60.000"",""100.000""]]"
angle,3,"[91,90,92]",1,[168],"[[""60.000"",""110.000""]]"
angle,3,"[91,90,93]",1,[126],"[[""60.000"",""110.000""]]"
angle,3,"[92,90,93]",1,[156],"[[""60.000"",""110.000""]]"
angle,3,"[91,90,83]",1,[89],"[[""60.000"",""100.000""]]"
angle,3,"[92,90,83]",1,[90],"[[""60.000"",""100.000""]]"
angle,3,"[93,90,83]",1,[91],"[[""60.000"",""100.000""]]"
angle,3,"[81,80,82]",1,[104],"[[""60.000"",""110.000""]]"
angle,3,"[81,80,73]",1,[79],"[[""60.000"",""100.000""]]"
angle,3,"[82,80,73]",1,[80],"[[""60.000"",""100.000""]]"
angle,3,"[81,80,83]",1,[177],"[[""60.000"",""100.000""]]"
angle,3,"[82,80,83]",1,[124],"[[""60.000"",""100.000""]]"
angle,3,"[29,24,21]",1,[27],"[[""60.000"",""100.000""]]"
angle,3,"[32,25,22]",1,[30],"[[""60.000"",""100.000""]]"
angle,3,"[35,26,23]",1,[33],"[[""60.000"",""100.000""]]"
angle,3,"[49,36,48]",1,[155],"[[""60.000"",""100.000""]]"
angle,3,"[51,37,50]",1,[202],"[[""60.000"",""100.000""]]"
angle,3,"[53,41,52]",1,[141],"[[""60.000"",""100.000""]]"
angle,3,"[29,24,27]",1,[112],"[[""60.000"",""100.000""]]"
angle,3,"[29,24,28]",1,[108],"[[""60.000"",""100.000""]]"
angle,3,"[32,25,30]",1,[120],"[[""60.000"",""100.000""]]"
angle,3,"[32,25,31]",1,[180],"[[""60.000"",""100.000""]]"
angle,3,"[35,26,33]",1,[194],"[[""60.000"",""100.000""]]"
angle,3,"[35,26,34]",1,[192],"[[""60.000"",""100.000""]]"
angle,3,"[49,36,27]",1,[47],"[[""60.000"",""100.000""]]"
angle,3,"[49,36,34]",1,[131],"[[""60.000"",""100.000""]]"
angle,3,"[51,37,28]",1,[49],"[[""60.000"",""100.000""]]"
angle,3,"[51,37,30]",1,[151],"[[""60.000"",""100.000""]]"
angle,3,"[53,41,31]",1,[51],"[[""60.000"",""100.000""]]"
angle,3,"[53,41,33]",1,[191],"[[""60.000"",""100.000""]]"
angle,3,"[13,9,12]",1,[102],"[[""83.000"",""123.400""]]"
angle,3,"[5,3,2]",1,[3],"[[""80.000"",""121.000""]]"
angle,3,"[73,80,83]",1,[81],"[[""60.000"",""110.000""]]"
angle,3,"[21,18,22]",1,[146],"[[""60.000"",""110.000""]]"
angle,3,"[21,18,23]",1,[103],"[[""60.000"",""110.000""]]"
angle,3,"[22,18,23]",1,[169],"[[""60.000"",""110.000""]]"
angle,3,"[48,54,50]",1,[201],"[[""60.000"",""110.000""]]"
angle,3,"[48,54,52]",1,[154],"[[""60.000"",""110.000""]]"
angle,3,"[50,54,52]",1,[178],"[[""60.000"",""110.000""]]"
angle,3,"[21,24,27]",1,[25],"[[""60.000"",""110.000""]]"
angle,3,"[21,24,28]",1,[26],"[[""60.000"",""110.000""]]"
angle,3,"[22,25,30]",1,[28],"[[""60.000"",""110.000""]]"
angle,3,"[22,25,31]",1,[29],"[[""60.000"",""110.000""]]"
angle,3,"[23,26,33]",1,[31],"[[""60.000"",""110.000""]]"
angle,3,"[23,26,34]",1,[32],"[[""60.000"",""110.000""]]"
angle,3,"[48,36,27]",1,[46],"[[""60.000"",""110.000""]]"
angle,3,"[48,36,34]",1,[106],"[[""60.000"",""110.000""]]"
angle,3,"[50,37,28]",1,[48],"[[""60.000"",""110.000""]]"
angle,3,"[50,37,30]",1,[199],"[[""60.000"",""110.000""]]"
angle,3,"[52,41,31]",1,[50],"[[""60.000"",""110.000""]]"
angle,3,"[52,41,33]",1,[182],"[[""60.000"",""110.000""]]"
angle,3,"[27,24,28]",1,[114],"[[""60.000"",""110.000""]]"
angle,3,"[27,36,34]",1,[161],"[[""60.000"",""110.000""]]"
angle,3,"[28,37,30]",1,[196],"[[""60.000"",""110.000""]]"
angle,3,"[30,25,31]",1,[159],"[[""60.000"",""110.000""]]"
angle,3,"[31,41,33]",1,[198],"[[""60.000"",""110.000""]]"
angle,3,"[33,26,34]",1,[197],"[[""60.000"",""110.000""]]"
dihedral,4,"[10,6,9,13]",1,[158],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[11,6,9,13]",1,[66],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[10,6,9,12]",1,[109],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[11,6,9,12]",1,[157],"[[""0.000"",""0.000"",""0.132"",""0.000""]]"
dihedral,4,"[10,6,4,7]",1,[74],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[10,6,4,8]",1,[57],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[11,6,4,7]",1,[56],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[11,6,4,8]",1,[243],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[10,6,4,3]",1,[62],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[11,6,4,3]",1,[267],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[7,4,3,5]",1,[217],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[8,4,3,5]",1,[251],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[7,4,3,2]",1,[142],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[8,4,3,2]",1,[171],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[7,4,6,9]",1,[133],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[8,4,6,9]",1,[75],"[[""0.000"",""0.000"",""-0.100"",""0.000""]]"
dihedral,4,"[69,65,68,71]",1,[106],"[[""0.000"",""0.000"",""0.180"",""0.000""]]"
dihedral,4,"[69,65,68,72]",1,[248],"[[""0.000"",""0.000"",""0.180"",""0.000""]]"
dihedral,4,"[70,65,68,71]",1,[272],"[[""0.000"",""0.000"",""0.180"",""0.000""]]"
dihedral,4,"[70,65,68,72]",1,[67],"[[""0.000"",""0.000"",""0.180"",""0.000""]]"
dihedral,4,"[69,65,68,73]",1,[124],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[70,65,68,73]",1,[141],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[69,65,64,66]",1,[213],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[69,65,64,67]",1,[139],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[70,65,64,66]",1,[140],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[70,65,64,67]",1,[236],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[69,65,64,54]",1,[76],"[[""0.000"",""0.000"",""0.450"",""0.000""]]"
dihedral,4,"[70,65,64,54]",1,[164],"[[""0.000"",""0.000"",""0.450"",""0.000""]]"
dihedral,4,"[19,15,18,21]",1,[223],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[19,15,18,22]",1,[154],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[19,15,18,23]",1,[146],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[20,15,18,21]",1,[155],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[20,15,18,22]",1,[149],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[20,15,18,23]",1,[268],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[19,15,14,16]",1,[100],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[19,15,14,17]",1,[45],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[20,15,14,16]",1,[199],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[20,15,14,17]",1,[197],"[[""0.000"",""0.000"",""0.300"",""0.000""]]"
dihedral,4,"[19,15,14,12]",1,[239],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[20,15,14,12]",1,[145],"[[""0.000"",""0.000"",""0.468"",""0.000""]]"
dihedral,4,"[66,64,54,48]",1,[222],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[66,64,54,50]",1,[191],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[66,64,54,52]",1,[84],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[67,64,54,48]",1,[226],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[67,64,54,50]",1,[39],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[67,64,54,52]",1,[160],"[[""0.000"",""0.000"",""0.000"",""0.000""]]"
dihedral,4,"[66,64,65,68]",1,[50],"[[""0.000"",""0.000"",""0.450"",""0.000""]]"
